cafeName	orderByNew	concept	nofConKatsu	WantToGo	OperatingHours	Fee	NearestStation	Area	concept_list
MY ANGEL 六本木（マイエンジェル）	127	アイドル×お姫様×韓国×天使	0.0	0.0	月 19:00 - LAST 火 19:00 - LAST 水 19:00 - LAST	4,000円～	住所非公開ご予約は店舗DMから	Kanto	['アイドル', 'お姫様', '韓国', '天使']
choa me（ちょあみー）	128	アイドル×韓国	0.0	0.0	月 19:00 - LAST 火 19:00 - LAST 水 19:00 - LAST	3,000円	中野駅から徒歩1分	Kanto	['アイドル', '韓国']
Alice in Chateau アリスインシャトー	129	アリス	0.0	0.0	月 17:00 - 25:00 火 17:00 - 25:00 水 17:00 - 25:00	3,000円		Kanto	['アリス']
サキュバスシーシャ 夜伽(よとぎ)京都木屋町店	130	サキュバス×シーシャ	0.0	0	月 17:00 - 23:30 火 17:00 - 23:30 水 17:00 - 23:30	4,000円	・阪急京都線 京都河原町　1A出口より徒歩1分・京阪本線 祇園四条駅　5番出口より徒歩3分	Kansai	['サキュバス', 'シーシャ']
まじかる☆ワンだふる！	131	アニソン×ボーカロイド	0.0	0	月 お休み 火 20:00 - 24:00 水 お休み	3,000円～		Hokkaido and Tohoku	['アニソン', 'ボーカロイド']
chu♡るん	132	ドール	0.0	0.0	月 お休み 火 18:00 - 24:00 水 18:00 - 24:00	3,000円	西武新宿駅　徒歩5分JR新宿駅　徒歩8分	Kanto	['ドール']
Cuteier(キューティア)	133	アイドル	0.0	0.0	月 18:00 - 23:00 火 18:00 - 23:00 水 お休み	2000円〜	末広町駅から徒歩2分秋葉原駅から徒歩10分御徒町駅から徒歩7分	Kanto	['アイドル']
コンカフェTOKYO	134	ゲーム	0.0	0.0	月 18:00 - LAST 火 18:00 - LAST 水 18:00 - LAST	3000円	池袋駅29出口から徒歩約2分	Kanto	['ゲーム']
ご主人様、私を推しにしてください！	135	メイド	0.0	0.0	月 17:00 - 25:00 火 17:00 - 25:00 水 17:00 - 25:00		■JR山手線･総武線･京浜東北線・東京メトロ日比谷線「秋葉原駅」電気街口徒歩1分	Kanto	['メイド']
キミの彼女になりたい！ドキドキ店~コンカフェランド~	136		0.0	0.0	月 17:00 - 25:00 火 17:00 - 25:00 水 17:00 - 25:00		■JR山手線･総武線･京浜東北線・東京メトロ日比谷線「秋葉原駅」電気街口徒歩1分	Kanto	['']
Royal♡Sugar（ロイヤルシュガー）	137	アイドル×顔ラン	0.0	0	月 19:00 - 24:30 火 19:00 - 24:30 水 19:00 - 24:30	3000円～	天神駅　徒歩5分	Kyusyu and Okinawa	['アイドル', '顔ラン']
メルティーティアラ(Melty Tiara)	138	アイドル×お姫様×顔ラン	0.0	0.0	月 19:00 - 28:00 火 19:00 - 28:00 水 19:00 - 28:00		新宿三丁目駅　徒歩3分	Kanto	['アイドル', 'お姫様', '顔ラン']
Royal♡Melt 秋葉原店(ロイヤルメルトアキバ/ロイメロ)	139	アイドル×かわいい×顔ラン	0.0	0.0	月 18:00 - 23:00 火 18:00 - 23:00 水 18:00 - 23:00		秋葉原駅から徒歩5分	Kanto	['アイドル', 'かわいい', '顔ラン']
Royal♡Melt 大阪本店(ロイヤルメルトミナミ/ロイメロ)	140	アイドル×かわいい×顔ラン	0.0	1	月 19:00 - 24:50 火 19:00 - 24:50 水 19:00 - 24:50		近鉄日本橋駅から徒歩5分	Kansai	['アイドル', 'かわいい', '顔ラン']
魔法少女PuiPui a la mode（ぷいぷい）	141	魔法少女	1.0	1.0	月 18:00 - 24:00 火 18:00 - 24:00 水 18:00 - 24:00	3,000円～	西武新宿駅　徒歩5分	Kanto	['魔法少女']
聖猫教会（フェリス教会）	142	シスター×猫	0.0	0.0	月 18:00 - LAST 火 18:00 - LAST 水 18:00 - LAST	3000円～	西武新宿駅　徒歩5分	Kanto	['シスター', '猫']
池猫 ~池袋の猫たち~ café&bar	143	かわいい×メイド×制服×猫耳	0.0	1.0	月 19:00 - 25:00 火 19:00 - 25:00 水 19:00 - 25:00	2,500円～初回 1,500円～（税込）	各線「池袋駅」C6出口より徒歩4分	Kanto	['かわいい', 'メイド', '制服', '猫耳']
Memorable-メモラブル-	144	お姫様×メイド×顔ラン	0.0	0.0	月 18:00 - 24:00 火 18:00 - 24:00 水 18:00 - 24:00	3000円~	新宿駅より徒歩10分　東新宿駅より徒歩10分	Kanto	['お姫様', 'メイド', '顔ラン']
Luna Puppet-るなぱぺっと-	145	アイドル×ドール×月	0.0	0.0	月 18:00 - 24:00 火 18:00 - 24:00 水 18:00 - 24:00	3,000円～	東新宿駅　徒歩3分西武新宿駅　徒歩5分	Kanto	['アイドル', 'ドール', '月']
Dolly(ドーリー)	146	メイド	0.0	0	月 20:00 - 29:00 火 20:00 - 29:00 水 20:00 - 29:00		奈良駅/徒歩3分	Kansai	['メイド']
小悪魔コンカフェ🎀病み堕ちッ🎀	147	小悪魔	0.0	0	月 21:00 - 29:00 火 21:00 - 29:00 水 21:00 - 29:00		奈良駅/徒歩6分	Kansai	['小悪魔']
りらいず	148	くま×チャイナ	0.0	0	月 18:00 - 25:00 火 18:00 - 25:00 水 18:00 - 25:00		奈良駅/徒歩6分	Kansai	['くま', 'チャイナ']
one pai	149	麻雀	0.0	0	月 17:00 - 24:00 火 17:00 - 24:00 水 17:00 - 24:00		近鉄奈良駅/4分	Kansai	['麻雀']
きゃんでぃほりっく-3rd-	150	アイドル	0.0	0	月 21:00 - LAST 火 21:00 - LAST 水 お休み		奈良駅/徒歩5分	Kansai	['アイドル']
和メイド喫茶あんみつ	151	和風	0.0	0	月 18:00 - 23:00 火 18:00 - 23:00 水 18:00 - 23:00		奈良駅/徒歩3分	Kansai	['和風']
きゅ～ぴぃ	152	悪魔×天使	0.0	0	月 21:00 - LAST 火 21:00 - LAST 水 21:00 - LAST		畝傍駅/徒歩15分	Kansai	['悪魔', '天使']
フィリグランデ	153	貴族	0.0	0	月 19:00 - 25:00 火 19:00 - 25:00 水 19:00 - 25:00		各線なんば駅・・・徒歩8分 日本橋駅・・・徒歩7分 心斎橋駅・・・徒歩14分	Kansai	['貴族']
ノスタルジア	154	大正浪漫	0.0	0	月 お休み 火 14:00 - 23:00 水 14:00 - 23:00		上前津駅/徒歩3分	Tokai	['大正浪漫']
toyღerry	155	お菓子	0.0	0	月 16:00 - 22:00 火 16:00 - 22:00 水 16:00 - 22:00		大須観音駅/4分	Tokai	['お菓子']
まいんずるーむ	156	地雷系	0.0	2	月 16:00 - 21:50 火 16:00 - 21:50 水 16:00 - 21:50	最寄り駅	上前津駅/徒歩3分	Tokai	['地雷系']
RicoRico. 僕らは推しの夢見る迷い猫໒꒱	157	猫×夢	0.0	0	月 17:00 - 23:00 火 17:00 - 23:00 水 17:00 - 23:00		大須観音駅/徒歩4分	Tokai	['猫', '夢']
クズなお嬢様と僕	158	メイド	0.0	0.0	月 17:00 - 24:00 火 17:00 - 24:00 水 17:00 - 24:00	3000円～	秋葉原駅　徒歩10分末広町駅　徒歩1分	Kanto	['メイド']
BLACK FAMILY	159	アイドル×悪魔	0.0	0	月 18:00 - LAST 火 18:00 - LAST 水 18:00 - LAST		地下鉄七隈線 天神南駅/徒歩2分西鉄天神大牟田線 天神駅/徒歩5分	Kyusyu and Okinawa	['アイドル', '悪魔']
チャイナ コンカフェ【miｰmi】	160	チャイナ	0.0	0	月 18:00 - 23:00 火 18:00 - 23:00 水 18:00 - 23:00		地下鉄空港線 天神駅/徒歩4分	Kyusyu and Okinawa	['チャイナ']
melty tulle(めるちゅー)	161	正統派	0.0	0	月 17:00 - 22:00 火 17:00 - 22:00 水 17:00 - 22:00		地下鉄空港線 赤坂駅/徒歩9分地下鉄空港線 天神駅/徒歩10分	Kyusyu and Okinawa	['正統派']
にゃんくらぼ	162	ナース×猫耳	0.0	0	月 18:00 - 25:00 火 18:00 - 25:00 水 18:00 - 25:00		地下鉄空港線 天神駅/徒歩8分	Kyusyu and Okinawa	['ナース', '猫耳']
PUPU 【ボドゲコンカフェ】	163	ボードゲーム	0.0	0	月 お休み 火 19:00 - 24:00 水 19:00 - 24:00		田町駅	Chugoku and Shikoku	['ボードゲーム']
꒰ঌ ちよにやちよに ໒꒱	164	天使	0.0	0	営業時間 月 19:00 - 28:00 火 19:00 - 28:00 水 19:00 - 28:00		西川緑道公園駅	Chugoku and Shikoku	['天使']
ワタシノデバン	165	猫	0.0	0	月 22:00 - 29:00 火 22:00 - 29:00 水 22:00 - 29:00		大雲寺前駅	Chugoku and Shikoku	['猫']
にゅーぷれ！【コンセプトCafeBAR】	166	ゲーム×メイド	0.0	0	月 18:00 - 24:00 火 18:00 - 24:00 水 18:00 - 24:00		田町駅	Chugoku and Shikoku	['ゲーム', 'メイド']
インストール【岡山サイバーコンカフェ】	167	サイバー×メイド	0.0	0	月 19:00 - 25:00 火 19:00 - 25:00 水 19:00 - 25:00		田町駅	Chugoku and Shikoku	['サイバー', 'メイド']
ダークメイデン	168	ゴシック×ドール	0.0	0	月 お休み 火 19:00 - 25:00 水 19:00 - 25:00		田町駅	Chugoku and Shikoku	['ゴシック', 'ドール']
##どりぃむ	169	夢	0.0	0	月 お休み 火 18:00 - 24:00 水 18:00 - 24:00		大雲寺前駅	Chugoku and Shikoku	['夢']
空想セカヰ【コンセプトCafe&Bar】	170	アイドル×サブカル	0.0	0	月 18:00 - LAST 火 18:00 - LAST 水 18:00 - LAST		新西大寺町筋駅	Chugoku and Shikoku	['アイドル', 'サブカル']
NEXTE(ネクステ)	171	コスプレ	0.0	0	月 20:00 - LAST 火 20:00 - LAST 水 20:00 - LAST		大雲寺前駅	Chugoku and Shikoku	['コスプレ']
マッスルバー秋葉原【筋肉横丁】	172		0.0	1.0	月 お休み 火 17:00 - 23:00 水 17:00 - 23:00		JR 秋葉原駅東京メトロ銀座線 末広町駅	Kanto	['']
サキュバスシーシャ MORRIGAN 難波	173	サキュバス	0.0	0	月 17:00 - 25:00 火 17:00 - 25:00 水 17:00 - 25:00	3000円〜	なんば駅B17出口から徒歩1分！	Kansai	['サキュバス']
サキュバスシーシャ WINGS 池袋	174	サキュバス	0.0	0.0	月 17:00 - 26:00 火 17:00 - 26:00 水 17:00 - 26:00	3,000円〜	池袋駅東口より徒歩5分	Kanto	['サキュバス']
サキュバスシーシャ LILITH 秋葉原	175	サキュバス	0.0	4.0	月 17:00 - 24:00 火 17:00 - 24:00 水 17:00 - 24:00	4,000円〜	JR秋葉原駅電気街口より徒歩5分	Kanto	['サキュバス']
ビジュラム 福岡天神店	176	男装×宝石	0.0	0	月 17:00 - 23:00 火 17:00 - 23:00 水 17:00 - 23:00	3,000円(お一人様)	天神駅　徒歩7分赤坂駅　徒歩9分西鉄福岡（天神）　駅徒歩10分天神南駅　徒歩15分	Kyusyu and Okinawa	['男装', '宝石']
ビジュラム 大阪オタロード店	177	男装×宝石	0.0	1	月 17:00 - 23:00 火 お休み 水 17:00 - 23:00	3000円(お一人様)	「なんば駅」から徒歩4分「日本橋駅」から徒歩6分	Kansai	['男装', '宝石']
Belle(ベル) 名古屋栄店	178	お姫様×地雷系	0.0	1	月 17:00 - 23:00 火 17:00 - 23:00 水 17:00 - 23:00	3,000円～	栄駅から徒歩3分	Tokai	['お姫様', '地雷系']
ツクヨミメイドカフェ 秋葉原店	179	メイド	0.0	0.0	月 12:00 - 21:30 火 12:00 - 21:30 水 12:00 - 21:30		銀座線 末広町駅秋葉原駅	Kanto	['メイド']
Cafe&Bar ULTRA	180	サイバー	0.0	0.0	月 17:00 - 23:00 火 17:00 - 23:00 水 17:00 - 23:00		池袋駅	Kanto	['サイバー']
仙台水煙草喫茶 満満	181	チャイナ×シーシャ	0.0	0	月 お休み 火 20:00 - 29:00 水 20:00 - 29:00		地下鉄南北線「勾当台公園駅」	Hokkaido and Tohoku	['チャイナ', 'シーシャ']
転生したら、ヒロインでした	182	メイド×天使	0.0	0	月 20:00 - 28:00 火 20:00 - 28:00 水 20:00 - 28:00		地下鉄南北線「勾当台公園駅」	Hokkaido and Tohoku	['メイド', '天使']
ぱすても！	183	コスプレ	0.0	0	営業時間 月 21:00 - LAST 火 21:00 - LAST 水 21:00 - LAST		地下鉄南北線「勾当台公園駅」	Hokkaido and Tohoku	['コスプレ']
L-BOX すくらんぶる	184	アイドル	0.0	0			地下鉄南北線「勾当台公園駅」	Hokkaido and Tohoku	['アイドル']
I♡Heart cafe	185	ナース	0.0	2	月 14:00 - 22:00 火 14:00 - 22:00 水 14:00 - 22:00	初診料(チャージ)880円+ドリンク660円〜1540円から楽しめます❣️	天神駅駅より徒歩5分	Kyusyu and Okinawa	['ナース']
Angelique (アンジェリーク)	186	悪魔×天使	0.0	0	月 お休み 火 19:00 - LAST 水 19:00 - LAST	60分 1,000円 ～ (チャージ制)飲み放題 3,000円 ～		Hokkaido and Tohoku	['悪魔', '天使']
Promised land (プロミスランド )	187	悪魔×天使	1.0	0	月 18:00 - 24:45 火 お休み 水 18:00 - 24:45	3,000円〜	宮崎駅	Kyusyu and Okinawa	['悪魔', '天使']
Blanche Sabbath (ブランシュサバス)	188	メイド	0.0	0	月 18:00 - 24:00 火 18:00 - 24:00 水 18:00 - 24:00	3,000円	千歳駅　徒歩15分	Hokkaido and Tohoku	['メイド']
えんま	189	天使×堕天使	0.0	0	月 18:00 - 23:00 火 18:00 - 23:00 水 18:00 - 23:00			Tokai	['天使', '堕天使']
Histoire (イストワール)	190	ドール	0.0	0	月 17:00 - 23:00 火 17:00 - 23:00 水 17:00 - 23:00			Tokai	['ドール']
メイドロイド	191	ロボット	0.0	0	月 17:00 - 23:00 火 17:00 - 23:00 水 17:00 - 23:00			Tokai	['ロボット']
アニマルパラドール	192	動物	0.0	0	月 18:00 - 27:00 火 お休み 水 18:00 - 27:00			Tokai	['動物']
a sleep (アスリープ)	193		0.0	1	月 19:00 - 26:00 火 19:00 - 26:00 水 19:00 - 26:00			Tokai	['']
Secret House (シークレットハウス)	194		7.0	1	月 お休み 火 18:00 - 22:00 水 18:00 - 22:00			Tokai	['']
なないろカラット	195		0.0	0	月 19:00 - 24:00 火 19:00 - 24:00 水 19:00 - 24:00			Tokai	['']
せれこん浜松店	196		0.0	0	月 18:00 - LAST 火 18:00 - LAST 水 18:00 - LAST			Tokai	['']
イケメンパラドックス　秋葉原	197		0.0	0.0	月 17:00 - 25:00 火 17:00 - 25:00 水 17:00 - 25:00		・JR山手線･総武線･京浜東北線、東京メトロ日比谷線「秋葉原駅」より徒歩6分・東京メトロ銀座線「末広町駅」1番出口から徒歩1分	Kanto	['']
Off-White	198		0.0	0.0	月 18:00 - 24:00 火 18:00 - 24:00 水 18:00 - 24:00			Kanto	['']
FAIRYTAIL	199		0.0	1.0	月 お休み 火 15:00 - 23:30 水 15:00 - 23:30			Kanto	['']
meltish (メルティッシュ)	200	V系×アニソン×ゴスロリ×悪魔×闇×魔界×小悪魔	0.0	0	月 お休み 火 21:00 - LAST 水 21:00 - LAST			Chugoku and Shikoku	['V系', 'アニソン', 'ゴスロリ', '悪魔', '闇', '魔界', '小悪魔']
終末魔法少女	201		0.0	0	月 20:00 - 25:00 火 20:00 - 25:00 水 20:00 - 25:00	飲み放題1H ￥3,000		Chugoku and Shikoku	['']
えとわ〜る高知	202		0.0	0	月 お休み 火 20:00 - 24:00 水 20:00 - 24:00			Chugoku and Shikoku	['']
calm (カーム)	203		0.0	0	月 20:00 - 25:00 火 20:00 - 25:00 水 20:00 - 25:00			Chugoku and Shikoku	['']
電脳租界	204		0.0	0	月 21:00 - LAST 火 21:00 - LAST 水 21:00 - LAST			Chugoku and Shikoku	['']
INFINITE ONLINE (インフィニットオンライン)	205		0.0	0	月 19:00 - 24:00 火 19:00 - 24:00 水 19:00 - 24:00			Tokai	['']
Into	206		0.0	0	月 お休み 火 お休み 水 お休み			Tokai	['']
Starge (スタージュ)	207		0.0	0	月 17:00 - 22:00 火 17:00 - 22:00 水 17:00 - 22:00			Kansai	['']
男装カフェ Feliz (フェリス)	208		0.0	0	月 22:00 - 30:00 火 22:00 - 30:00 水 22:00 - 30:00			Kansai	['']
Ätlantis (アトランティス)	209		0.0	0				Kansai	['']
NoiR (ノワール)	210		0.0	0	月 18:00 - LAST 火 18:00 - LAST 水 18:00 - LAST			Kansai	['']
男装夜喫茶 Luna ~ルナ~	211		0.0	0	月 18:00 - 23:00 火 18:00 - 23:00 水 18:00 - 23:00		地下鉄堺筋線 日本橋駅 徒歩約5分	Kansai	['']
Adel☆Stern (エーデルシュテルン)	212	王子	0.0	0	月 18:00 - 23:00 火 18:00 - 23:00 水 18:00 - 23:00			Kansai	['王子']
Ange:U (アンジェ:ユー) -天使学園編-	213	学園	0.0	0	月 18:00 - 23:00 火 18:00 - 23:00 水 18:00 - 23:00	1,100円～		Kansai	['学園']
POP'n DEVIL (ぽっぷんでびる)	214	悪魔	0.0	0.0	月 お休み 火 17:00 - 25:00 水 17:00 - 25:00	3,600円	JR八王子駅から徒歩7分 京王八王子駅から徒歩12分	Kanto	['悪魔']
Love addict (ラブアディクト)	215	彼女	0.0	0.0	月 お休み 火 17:00 - 25:00 水 17:00 - 25:00	3,600円	JR八王子駅から徒歩7分 京王八王子駅から徒歩12分	Kanto	['彼女']
maison des mermaid (メゾンドマーメイド)	216	マーメイド	0.0	0.0	月 15:00 - LAST 火 15:00 - LAST 水 15:00 - LAST			Kanto	['マーメイド']
Maison de ROZE	217		0.0	0.0	月 15:00 - LAST 火 15:00 - LAST 水 15:00 - LAST			Kanto	['']
流星ふぁんふぁーれ	218	地雷系	0.0	1	月 20:00 - LAST 火 20:00 - LAST 水 20:00 - LAST	3,500円～	各線「甲府駅」より徒歩15分（車で5分）	Koushinetsu	['地雷系']
Luna Chouhou（ルナシュシュ）	219	アイドル	0.0	2.0	月 19:00 - 23:00 火 19:00 - 23:00 水 19:00 - 23:00	5000円〜	JR山手線 『渋谷駅』 徒歩5分 京王井の頭線 『神泉駅』 徒歩6分 京王井の頭線 『渋谷駅』 徒歩3分 東京メトロ半蔵門線 『渋谷駅』 徒歩5分	Kanto	['アイドル']
servant	220	アイドル×お人形×メイド	0.0	5	月 22:00 - 29:00 火 22:00 - 29:00 水 お休み	5,000~	地下鉄広瀬通駅徒歩5分地下鉄勾当台公園駅徒歩10分JR仙台駅徒歩20分	Hokkaido and Tohoku	['アイドル', 'お人形', 'メイド']
BAR LUID@(ルイーダ)	221	アニメ	0.0	0	月 20:00 - 29:00 火 20:00 - 29:00 水 20:00 - 29:00	3000円		Tokai	['アニメ']
Wisteria	222	男装	0.0	0	月 18:00 - 22:00 火 18:00 - 22:00 水 18:00 - 22:00	3000円〜		Tokai	['男装']
廃墟のエヴァレット 栄店	223	猫	0.0	0	月 18:00 - 23:00 火 18:00 - 23:00 水 18:00 - 23:00	3000円	栄駅	Tokai	['猫']
廃墟のエヴァレット	224	猫	0.0	2	月 18:00 - 23:00 火 18:00 - 23:00 水 18:00 - 23:00	3000円		Tokai	['猫']
NEKOMO 👾	225	サイバー	0.0	0	月 17:00 - 23:00 火 17:00 - 23:00 水 17:00 - 23:00	3000円〜		Tokai	['サイバー']
sweet macaron	226	お菓子×チョコレート×パステル×メイド	1.0	6.0	月 18:00 - 23:00 火 18:00 - 23:00 水 18:00 - 23:00	￥1800～	JR各線「上野」駅から徒歩5分（不忍口）/JR各線「御徒町」駅から徒歩5分（北口）/東京メトロ銀座線「上野広小路」駅から徒歩3分（A3出口）/東京メトロ千代田線「湯島」駅から7分（2番出口）/	Kanto	['お菓子', 'チョコレート', 'パステル', 'メイド']
アニソンバー ホワイトスター	227	アニソン	0.0	0	月 21:00 - 25:00 火 21:00 - 25:00 水 21:00 - 25:00	3000円		Tokai	['アニソン']
コスプレcafe&bar Azit	228	ドール	0.0	0	月 18:00 - 23:00 火 18:00 - 23:00 水 18:00 - 23:00	3000円		Tokai	['ドール']
ねおん	229		0.0	0	月 14:00 - 22:00 火 14:00 - 22:00 水 14:00 - 22:00	3000円		Tokai	['']
アニソンカフェ＆バーREFLECTION豊橋店	230	アニソン	0.0	0	月 お休み 火 18:00 - 23:00 水 18:00 - 23:00	3000円		Tokai	['アニソン']
OTOMO栄店	231	サブカル	0.0	0	月 18:00 - 23:00 火 18:00 - 23:00 水 18:00 - 23:00	3000円		Tokai	['サブカル']
安城市アニソンカフェBAR きゃんでぃ	232	アニソン	0.0	0	月 お休み 火 19:00 - 23:00 水 19:00 - 23:00	3000円〜		Tokai	['アニソン']
名古屋アニメバーネルフ	233	アニメ	0.0	0	月 19:00 - 24:00 火 19:00 - 24:00 水 19:00 - 24:00	30000円		Tokai	['アニメ']
ANTAEUS758	234	ぽっちゃり	0.0	0	月 19:30 - 25:00 火 19:30 - 25:00 水 19:30 - 25:00	3000円		Tokai	['ぽっちゃり']
栄 コンカフェ 『やみらふぃ』	235	闇	0.0	0	月 お休み 火 15:00 - 22:00 水 15:00 - 22:00	3000円		Tokai	['闇']
かふぇ＆ばー ろくごーごーさんろく🍒🎀🎰	236	ギャンブル	0.0	1	月 19:00 - 25:00 火 19:00 - 25:00 水 19:00 - 25:00	3000円	栄駅	Tokai	['ギャンブル']
MAID≠MADE not (メイドメイドノット) 名古屋大須本店	237	ロボット	0.0	0	月 16:00 - 22:00 火 16:00 - 22:00 水 16:00 - 22:00	3000円		Tokai	['ロボット']
魔酒萌娘【ましゅめろ】@名古屋コンカフェ	238	魔法	0.0	0	月 19:00 - 25:00 火 19:00 - 25:00 水 19:00 - 25:00	3000円	栄駅	Tokai	['魔法']
忘れられたお屋敷 Doll Parlor	239	ドール	0.0	0	月 18:00 - 23:00 火 18:00 - 23:00 水 18:00 - 23:00	3000円		Tokai	['ドール']
異世界café ~めたもる~	240	異世界	0.0	0	月 18:00 - 23:00 火 18:00 - 23:00 水 18:00 - 23:00	3000円		Tokai	['異世界']
大須コンカフェCafe Flowerfam🥀	241	アイドル	0.0	2	月 17:00 - 22:00 火 お休み 水 17:00 - 22:00	3000円	大須観音駅	Tokai	['アイドル']
GAMECAFE ACE♡大須コンカフェ	242	ゲーム	0.0	0	月 18:00 - 23:00 火 18:00 - 23:00 水 18:00 - 23:00	3000円	大須観音駅	Tokai	['ゲーム']
CCcafe Annex⛲新天地通店1F	243	メイド	0.0	0	月 17:00 - 22:00 火 17:00 - 22:00 水 17:00 - 22:00	3000円		Tokai	['メイド']
日本酒と手作りごはんユアーズ	244	居酒屋	0.0	0	月 17:00 - 23:00 火 17:00 - 23:00 水 17:00 - 23:00	3000円		Tokai	['居酒屋']
χαρτια-カルティア-🃏❤️	245	アリス	0.0	0	月 18:00 - 25:00 火 18:00 - 25:00 水 18:00 - 25:00	3000円	栄駅	Tokai	['アリス']
BLUE EGG	246	メイド	0.0	0	月 13:00 - 22:00 火 13:00 - 22:00 水 13:00 - 22:00	3000円	大須観音駅	Tokai	['メイド']
secret bar 『pink cafe』	247	秘密基地	0.0	0	月 19:00 - 23:00 火 19:00 - 23:00 水 19:00 - 23:00	3000円	栄駅	Tokai	['秘密基地']
ビジュラム名古屋店	248	男装×宝石	0.0	1	月 18:00 - 25:00 火 18:00 - 25:00 水 18:00 - 25:00	3000円～	名古屋市営地下鉄_栄駅・・・徒歩5分	Tokai	['男装', '宝石']
